artist_name,birthday,country,startyear
Cody Chesnutt,10/21/1968,Foreign,NA
Black Joe Lewis & The Honeybears,NA,United States,2007
The Phenomenal Handclap Band,NA,United States,2008
Rebecca Ferguson,10/19/1983,NA,1999
John Newman,6/16/1990,NA,2012
La Fine Equipe,NA,NA,NA
Quilt,NA,NA,NA
Alice Russell,3/1/1975,NA,2000
Allah-Las,NA,Foreign,2008
Sugarman Three & Co.,NA,United States,1996
Kate Nash,7/6/1987,NA,2006
Belleruche,NA,Foreign,2005
Foxygen,NA,United States,2005
Ezra Furman,9/5/1986,NA,2008
Friends,NA,NA,NA
The Bamboos,NA,United States,2000
Raphael Saadiq,5/14/1966,United States,1983
Jesse Dee,3/10/1980,NA,NA
The Babies,NA,United States,2009
Clairy Browne & The Bangin' Rackettes,NA,United States,2009
Quantic,NA,NA,NA
Eliza Doolittle,NA,NA,NA
King Holiday,NA,NA,NA
Zeus,NA,NA,NA
Widowspeak,NA,United States,2010
Jacco Gardner,NA,NA,NA
Intergalactic Lovers,NA,Foreign,2008
Holly Golightly,9/7/1966,Foreign,NA
Taio Cruz,4/23/1980,NA,2003
La Roux,NA,Foreign,2006
Nightriders,NA,NA,NA
Flight Facilities,NA,United States,2009
Moullinex,NA,NA,NA
Coconut Records,6/26/1980,NA,NA
Eden xo,3/30/1989,NA,2006
Tuxedo,NA,NA,NA
Miami Horror,NA,United States,2008
Skylar Spence,2/2/1993,United States,2012
Highly Suspect,NA,United States,2009
The Luka State,NA,Foreign,2013
We Were Promised Jetpacks,NA,Foreign,2003
Blue October,NA,United States,1995
The Struts,NA,Foreign,2012
cleopatrick,NA,Foreign,2015
The Unlikely Candidates,NA,United States,2008
From First To Last,NA,United States,1999
Bleeker,NA,Foreign,2003
NEEDTOBREATHE,NA,United States,1998
Joywave,NA,United States,2010
Eliot Sumner,7/30/1990,NA,2010
Say Anything,NA,NA,NA
Marmozets,NA,Foreign,2007
Biffy Clyro,NA,Foreign,1995
The Hunna,NA,Foreign,2015
Des Rocs,NA,NA,NA
Tom Morello,5/30/1964,United States,1979
grandson,10/25/1993,Foreign,2014
Mike Shinoda,2/11/1977,United States,1994
Liily,NA,NA,NA
FIDLAR,NA,Foreign,2009
YUNGBLUD,8/5/1997,NA,2017
The Glorious Sons,NA,Foreign,2011
Palaye Royale,NA,United States,2008
Normandie,NA,NA,NA
Slothrust,NA,United States,2010
The Regrettes,NA,United States,2015
Thrice,NA,United States,1999
Slash,7/23/1965,NA,1981
BONES (UK),NA,Foreign,2014
The Blue Stones,NA,Foreign,2011
Republican Hair,NA,Foreign,1999
Coheed and Cambria,NA,United States,1995
Backyard Babies,NA,Foreign,1987
Dinosaur Pile-Up,NA,Foreign,2007
Twin Wild,NA,NA,NA
Airways,NA,NA,NA
The Picturebooks,NA,NA,NA
Pærish,NA,NA,NA
Kids In Glass Houses,NA,Foreign,2006
letlive.,NA,United States,2002
Twin Atlantic,NA,Foreign,2007
Canterbury,NA,NA,NA
DON BROCO,NA,Foreign,2008
Grit,NA,NA,NA
Sugarcult,NA,United States,1998
Saint Asonia,NA,Foreign,2015
Mallory Knox,NA,Foreign,2009
Shortie,NA,NA,NA
Elm Tree Circle,NA,NA,NA
Leagues,NA,NA,NA
The Cold Stares,NA,NA,NA
No Fit State,NA,Foreign,NA
Ron Gallo,NA,United States,2014
The Record Company,NA,United States,2011
Sam Fender,4/25/1994,NA,2013
Death Cab for Cutie,NA,United States,1997
My Morning Jacket,NA,United States,1998
George Taylor,NA,NA,NA
John the Martyr,5/25/1932,NA,NA
Mona,NA,NA,NA
Bones Owens,12/30/1979,United States,2005
Betcha,NA,NA,NA
Brian Fallon,1/28/1980,United States,1997
Skrizzly Adams,NA,NA,NA
Filmspeed,NA,NA,NA
Blackberry Smoke,NA,United States,2000
Grizfolk,NA,United States,2012
Boy & Bear,NA,NA,NA
Vintage Trouble,NA,United States,2010
Gang of Youths,NA,United States,2011
The Brummies,NA,NA,NA
Brent Cowles,NA,NA,NA
Delta Spirit,NA,United States,2005
The National Reserve,NA,NA,NA
Oddnote,NA,NA,NA
Current Swell,NA,Foreign,2005
City and Colour,9/29/1980,NA,2001
Leopold and His Fiction,9/12/1973,NA,1989
Wildling,NA,NA,NA
Earl St. Clair,NA,NA,NA
The Saint Johns,NA,NA,NA
WYO,NA,NA,NA
J. Roddy Walston & The Business,NA,NA,NA
Liam Gallagher,9/21/1972,NA,1991
Frightened Rabbit,NA,Foreign,2003
Aaron Taos,NA,Foreign,2005
Bruno Martini,NA,NA,NA
Salon Acapulco,NA,NA,NA
Vladimir Cauchemar,NA,NA,NA
Danny Avila,4/1/1995,Foreign,2010
Niska,4/6/1994,Foreign,NA
Alex Sensation,NA,NA,NA
Rak-Su,NA,Foreign,2016
Too Many Zooz,NA,United States,2014
Just Kiddin,NA,Foreign,2010
BURNS,NA,NA,NA
EO,NA,NA,NA
CLiQ,NA,NA,NA
Izzy Bizu,4/28/1994,Foreign,2009
Alex Ross,1/22/1970,NA,NA
ZieZie,12/9/1999,NA,2016
Steve Britton,3/6/1967,NA,1980
Imani Williams,NA,NA,NA
99 Souls,NA,Foreign,2014
Kasbo,10/12/1995,NA,2013
Ekali,NA,NA,NA
Hilda,NA,NA,NA
Band of Horses,NA,Foreign,2004
Big Pineapple,NA,NA,NA
Prince Woods,NA,NA,NA
Funkin Matt,12/27/1986,NA,2007
Bob Moses,NA,United States,2012
Matisse & Sadko,1869-12-31,NA,NA
JAJO,NA,NA,NA
Above & Beyond,NA,NA,NA
Chicane,2/28/1971,Foreign,1994
Son Of 8,NA,NA,NA
pig,NA,NA,NA
Johnny Goth,NA,NA,NA
mxmtoon,7/9/2000,NA,2017
Conan Gray,12/5/1998,United States,2013
beabadoobee,6/3/2000,Foreign,2017
Hovvdy,NA,United States,2014
American Pleasure Club,NA,United States,2009
Laila,10/24/1980,NA,1996
chloe moriondo,9/29/2002,NA,2014
Mimi,NA,NA,NA
Bright Eyes,NA,United States,1995
Timmies,NA,NA,NA
Rusty Clanton,3/20/1990,NA,2007
tiffi,NA,NA,NA
Flatsound,NA,NA,NA
Florist,NA,NA,NA
Richie Woods,NA,NA,NA
Cyberbully Mom Club,NA,Foreign,2012
Emily Yacina,NA,NA,NA
Girlpool,NA,Foreign,2013
Starry Cat,NA,Foreign,2013
Ollie MN,6/7/1993,NA,2013
Mathew Lee Cothran,NA,United States,2011
olli,NA,NA,NA
Free Cake For Every Creature,NA,Foreign,2013
David Pabon,NA,NA,NA
Musinova,NA,NA,NA
Richie Ray & Bobby Cruz,2/15/1945,NA,1965
Nino Segarra,6/21/1954,NA,NA
"Pete ""El Conde"" Rodriguez",NA,NA,1963
Richie Ray,2/15/1945,NA,1965
Larry Harlow,3/20/1939,Foreign,1960
Joe Cuba Sextet,NA,NA,1950
Alex Leon y Su Orquesta,NA,NA,NA
Cano Estremera,NA,NA,NA
"Jose Alberto ""El Canario""",12/22/1959,NA,1983
Lalo Rodriguez,5/16/1958,NA,1973
Sonora Ponceña,NA,Foreign,1954
Rey Ruiz,6/21/1966,NA,1992
Tito Rojas,6/14/1955,NA,1972
Viti Ruiz,NA,NA,NA
Maelo Ruiz,10/22/1966,NA,1980
Tony Vega,7/13/1957,NA,NA
Paquito Guzman,NA,NA,NA
Puerto Rican Power,NA,NA,NA
Johnny Rivera,NA,NA,NA
Víctor Manuelle,9/27/1970,Foreign,1985
Brenda K. Starr,10/14/1966,Foreign,1985
Pochi Y Su Cocoband,NA,NA,NA
Tito Nieves,6/4/1959,NA,1977
Los Titanes,NA,NA,NA
Tito Gomez,4/9/1948,Foreign,1984
Raulin Rosendo,8/30/1957,NA,1969
Willie Gonzalez,NA,NA,NA
Hector Tricoche,NA,NA,NA
Willie Rosario,5/6/1924,Foreign,NA
Andy Montañez,8/30/1982,NA,NA
Anthony Cruz,10/1/1956,NA,NA
Nelson Y Sus Estrellas,NA,NA,NA
Huey Dunbar,NA,NA,NA
Conjunto Clásico,NA,NA,NA
Moncho Santana,NA,Foreign,1978
Afro-Cuban All Stars,NA,NA,NA
Juan Formell y Los Van Van,NA,NA,NA
Orquesta Aragón,NA,NA,NA
Bombay Jayashri,NA,NA,1982
Mohammad Assaf,9/1/1989,NA,2008
Super Sako,8/17/1978,NA,NA
OLGA TANON and HAKIM,4/13/1967,Foreign,1987
Faydee,2/2/1987,Foreign,2008
RedOne,4/9/1972,NA,1991
Balti,NA,NA,NA
Alvaro Soler,1/9/1991,NA,2015
Macklemore,6/19/1983,NA,2000
Silva Gunbardhi,NA,NA,NA
Ragheb Alama,6/7/1962,NA,1982
Alabina,NA,Foreign,1996
Badshah,11/19/1984,NA,2006
Maître Gims,5/6/1986,NA,2002
Nordine,4/13/1920,NA,1948
Magic System,NA,Foreign,NA
Mohamed Hamaki,11/4/1975,NA,1997
Mashrou' Leila,NA,Foreign,2008
Nafees,NA,NA,NA
Le Trio Joubran,NA,Foreign,2004
24hrs,12/1/1990,United States,2011
PnB Rock,12/9/1991,NA,2011
DJ Durel,NA,NA,2013
HoodCelebrityy,7/5/1991,Foreign,2015
Ljay Currie,1871-04-25,NA,NA
Global Dan,2/5/1978,Foreign,2000
Lecrae,10/9/1979,NA,2004
RJ Word,NA,NA,NA
Thomas Gold,5/22/1920,NA,NA
Sash!,NA,Foreign,1995
Dzeko & Torres,NA,NA,NA
DVBBS,NA,United States,2012
MAKJ,6/25/1990,United States,2011
Sebastian Ingrosso,4/20/1983,Foreign,1999
Rain Man,NA,NA,NA
Scotty,NA,NA,NA
Sound Of Legend,NA,NA,NA
Carta,NA,NA,NA
Jack Taylor,NA,NA,NA
Syzz,NA,NA,NA
Cosmik,NA,NA,NA
dEVOLVE,NA,NA,NA
Milky Chance,NA,Foreign,2012
311,NA,United States,1988
Cisco Adler,9/6/1978,NA,2000
The Palms,NA,NA,NA
Rebelution,NA,United States,2004
Coast Modern,NA,United States,2015
Dirty Heads,NA,United States,2006
The Front Bottoms,NA,United States,2006
Glass Animals,NA,Foreign,2010
Lewis Del Mar,NA,Foreign,2015
Luke Mitrani,NA,NA,NA
Pepper,NA,NA,NA
Stick Figure,NA,United States,2006
Late Night Episode,NA,NA,NA
Goldfinger,NA,NA,NA
*repeat repeat,NA,NA,NA
Katastro,NA,NA,NA
George Baker Selection,NA,Foreign,1967
Aer,NA,Foreign,2010
New Beat Fund,NA,NA,NA
Shwayze,5/29/1985,United States,2005
Sublime With Rome,NA,United States,2009
Citizen Cope,5/20/1968,United States,1991
Saint Claire,NA,NA,NA
for KING & COUNTRY,NA,NA,NA
Phil Wickham,4/5/1984,United States,2002
Tauren Wells,NA,NA,2004
Ben Rector,NA,United States,2006
Josh Groban,2/27/1981,NA,1997
13 Crowns,NA,Foreign,1990
The Gray Havens,NA,Foreign,2012
Michael W. Smith,10/7/1957,United States,1983
Judah & the Lion,NA,NA,NA
Basic Tape,NA,NA,NA
EZI,NA,NA,NA
TWENTYSOMETHING,NA,NA,NA
Nick Howard,NA,NA,NA
Robin Thicke,3/10/1977,NA,1994
Sam Hunt,12/8/1984,United States,2008
Toploader,NA,United States,1997
Gloria Gaynor,9/7/1943,NA,1965
Sister Sledge,NA,United States,1971
Irene Cara,3/18/1959,NA,1968
Rupert Holmes,2/24/1947,United States,1969
Diana Ross,3/26/1944,NA,1956
Chantae Cann,NA,NA,NA
Patrick Paige II,NA,United States,2011
Donny Hathaway,10/1/1945,United States,1967
Lalah Hathaway,12/16/1968,United States,1990
Musiq Soulchild,9/16/1977,NA,1995
Tamia,5/9/1975,NA,1994
The New Birth,NA,United States,1963
Ledisi,3/28/1972,NA,1995
Anthony Hamilton,1/28/1971,NA,1992
Charles Bradley,11/5/1948,NA,1965
Victory,NA,NA,NA
Emily King,7/10/1985,United States,2004
YEBBA,1/16/1995,NA,2015
PJ Morton,3/29/1981,NA,2005
Jade Novah,5/30/1986,NA,2012
Kirk Whalum,7/11/1958,NA,1985
Mali Music,1/12/1988,United States,2007
The PLAYlist,NA,NA,NA
Raveena,9/30/1994,United States,2017
Tim Bowman Jr.,5/26/1987,NA,2012
Marcus Miller,6/14/1959,NA,1975
Leslie Odom Jr.,8/6/1981,NA,1998
Farnell Newton,3/21/1977,NA,NA
Luke James,6/13/1984,NA,2004
Marsha Ambrosius,8/8/1977,Foreign,1997
Deva Mahal,1/1/1982,NA,2017
Moonchild,NA,United States,2011
Brandon Banks,NA,NA,NA
The Stylistics,NA,United States,1968
Kindred The Family Soul,NA,United States,2002
Raul Midon,3/14/1966,NA,1993
Isaac Hayes,8/20/1942,NA,1963
Eric Roberson,9/27/1976,NA,1994
Meg Mac,7/6/1990,NA,2013
Avery*Sunshine,5/22/1975,NA,1993
Rahsaan Patterson,1/11/1974,NA,1983
Rufus Featuring Chaka Khan,NA,United States,1970
India.Arie,10/3/1975,NA,1999
Yahzarah,6/24/1978,Foreign,1999
Timothy Bloom,NA,Foreign,1997
Tess Henley,10/31/1987,United States,2008
Toulouse,NA,NA,NA
Amel Larrieux,3/8/1973,NA,1991
Roberta Flack,2/10/1937,NA,1968
Incognito,NA,NA,NA
Faul & Wad Ad,NA,Foreign,2013
French Horn Rebellion,NA,NA,NA
Alex Metric,NA,Foreign,2006
Fergie,3/27/1975,NA,1984
Uncle Murda,7/25/1978,United States,2005
Freeway,8/6/1978,NA,2000
International Special,NA,NA,NA
Chaz French,NA,NA,NA
Manolo Rose,11/23/1985,NA,2009
G4 Boyz,NA,United States,2005
AVEC,NA,NA,NA
Yoke Lore,NA,NA,2016
Oliver Hazard,1785-08-23,NA,1799
Little May,NA,United States,2012
Little Chief,NA,NA,NA
The National Parks,NA,NA,NA
Horse Feathers,NA,NA,NA
The East Pointers,NA,Foreign,2014
Great Lake Swimmers,NA,Foreign,2003
Little Quirks,NA,United States,2015
Didirri,8/14/1995,United States,2014
Frances Cone,NA,Foreign,2013
Animal Years,NA,NA,NA
The Brevet,NA,NA,NA
Austin Plaine,NA,NA,NA
Johnnyswim,NA,United States,2005
Cobi,7/28/1986,NA,2008
Sylvan Esso,NA,United States,2013
Shook Twins,NA,Foreign,2004
Ruston Kelly,7/31/1988,NA,2013
We Banjo 3,NA,Foreign,2011
Josiah and the Bonnevilles,3/26/1989,NA,2006
Skin & Bones,NA,NA,NA
Andrew Combs,12/19/1986,United States,NA
Q Da Fool,NA,Foreign,2013
Cuz Lightyear,NA,United States,2009
Oren Major,NA,NA,NA
Trill Sammy,NA,NA,NA
Pi’erre Bourne,9/19/1993,United States,2010
Lil Reek,4/24/1987,United States,2006
BamSavage,NA,NA,NA
Scarlxrd,6/19/1994,NA,2012
Kash Doll,NA,NA,2014
Joey Purp,8/3/1993,NA,2012
Kevin George,4/26/1965,NA,1989
Mike Smiff,NA,NA,NA
5am,NA,NA,NA
Lil Boom,8/17/1989,NA,2004
Cedric Burnside,8/26/1978,NA,1991
Devon Gilfillian,NA,NA,2013
Seinabo Sey,10/7/1990,Foreign,2013
Isobel Campbell,4/27/1976,Foreign,1996
Fantastic Negrito,1/20/1968,Foreign,1996
Striking Matches,NA,United States,2007
Paul Cauthen,NA,United States,2009
Caitlyn Smith,NA,United States,NA
Anderson East,7/17/1988,United States,2009
Hugo,NA,NA,NA
Ben Miller Band,NA,United States,2005
Bressie,10/22/1980,NA,NA
Ron Pope,7/23/1983,NA,2003
The Stone Foxes,NA,United States,2005
Everest Cale,NA,NA,NA
Benjamin Booker,6/14/1989,NA,2012
Brown Bird,NA,Foreign,2003
Quaker City Night Hawks,NA,United States,1972
Juliet Simms,2/26/1986,United States,2005
Robert Ellis,11/6/1988,United States,2010
Nikki Lane,10/17/1983,NA,2010
Escondido,NA,NA,NA
Lindi Ortega,5/28/1980,NA,2000
The Veils,NA,Foreign,2001
The White Buffalo,NA,United States,NA
No Sinner,NA,Foreign,2012
Findlay,NA,NA,NA
Whitehorse,NA,NA,NA
Larkin Poe,NA,United States,2010
KT Tunstall,6/23/1975,NA,2000
Jesper Munk,NA,NA,NA
Jack Broadbent,NA,NA,NA
All Them Witches,NA,United States,2012
Adia Victoria,7/22/1986,United States,2013
Flip Grater,9/22/1981,NA,2004
Zac Brown Band,NA,United States,2002
Ryan Culwell,4/25/1980,NA,NA
Luke Winslow-King,3/12/1983,United States,2001
Rose Cousins,4/21/1977,Foreign,2002
Jeremiah Tall,7/17/1987,NA,2008
Wifisfuneral,3/20/1997,United States,2012
Cold Hart,NA,United States,2012
Oliver Francis,NA,NA,NA
shattered,NA,NA,NA
"nothing,nowhere.",6/4/1992,United States,NA
Brennan Savage,11/1/1996,United States,2014
SinceWhen,NA,NA,NA
Lil Lucifer,NA,NA,NA
Fat Nick,12/20/1994,NA,2011
Wavy Jone$,10/24/1994,NA,2013
✦Pink Cig✦,9/8/1979,NA,1995
James Colt,8/19/1932,NA,NA
Killavesi,NA,NA,NA
shinigami,NA,NA,NA
Pete Astudillo,NA,NA,NA
David Lee Garza,NA,NA,NA
Bobby Pulido,4/25/1973,NA,1995
Mazz,NA,United States,1978
David Olivarez,NA,NA,NA
Jimmy Gonzalez Y Grupo Mazz,NA,United States,1978
Roberto Pulido,NA,NA,NA
Little Joe,NA,NA,NA
La Tropa F,NA,NA,NA
Ram Herrera,NA,NA,NA
Gary Hobbs,NA,NA,NA
Grupo Limite,NA,Foreign,1994
Joe Bravo,9/10/1971,NA,NA
Elsa Garcia,NA,United States,1990
yuzu blur,NA,Foreign,1996
Kupla,NA,NA,NA
Just Big Hills,NA,NA,NA
A L E X,NA,NA,NA
biosphere,NA,NA,NA
W00ds,NA,United States,2005
Sonn,NA,NA,NA
Dream Easy Collective,NA,NA,NA
Ohwell,NA,NA,NA
City Girl,NA,United States,2017
Floreyyyy,NA,NA,NA
jalowo,NA,Foreign,2010
Gnavis,NA,NA,NA
Drrreems,8/27/1947,NA,1970
Fujitsu,NA,NA,NA
Mishaal,NA,NA,NA
Drevm,NA,United States,1993
moow,NA,NA,NA
fantompower,NA,NA,NA
fcj,NA,NA,NA
Rob Smyles,NA,NA,NA
Equity Slate,NA,NA,NA
Anne Clark,5/14/1960,Foreign,1982
Shriekback,NA,Foreign,1981
In Tua Nua,NA,Foreign,1982
The Church,NA,United States,1980
The Sound,NA,Foreign,1979
Front 242,NA,Foreign,1981
Liaisons Dangereuses,NA,NA,NA
Killing Joke,NA,Foreign,1979
Toy Dolls,NA,Foreign,1979
Gary Numan / Tubeway Army,NA,Foreign,1975
Clan of Xymox,NA,Foreign,1981
Sisters of Mercy,NA,Foreign,1980
The Call,NA,NA,NA
The Mission,NA,NA,NA
Lloyd Cole and the Commotions,NA,Foreign,1982
Rheingold,NA,NA,NA
TC Matic,NA,Foreign,1980
Grauzone,NA,Foreign,1980
BAP,NA,Foreign,2012
Prefab Sprout,NA,Foreign,1978
DAF,NA,NA,NA
Wipers,NA,United States,1977
Allez Allez,NA,United States,1981
Meat Beat Manifesto,NA,Foreign,1987
Medium Medium,NA,Foreign,1978
George Kranz,12/15/1956,NA,NA
Fad Gadget,9/8/1956,NA,1979
The Gun Club,NA,United States,1979
Luc Van Acker,NA,NA,NA
Sonny Thompson & Lula Reed,NA,NA,NA
Lightnin' Hopkins,3/15/1912,NA,1946
Rosco Gordon,4/10/1928,NA,1950
Tiny Bradshaw,9/23/1907,NA,1933
Calvin Boze,NA,NA,NA
Roy Milton,7/31/1907,NA,1920
Young Jessie,12/28/1936,NA,1953
The Midnighters,NA,United States,NA
Lil Greenwood,NA,NA,NA
Amos Milburn,4/1/1927,NA,1946
Big Jay McNeely,4/29/1927,NA,NA
Wilbert Harrison,1/5/1929,NA,1950
Big Joe Turner,5/18/1911,NA,1920
Varetta Dillard,2/3/1933,NA,1951
Willie Mabon,10/24/1925,NA,1949
Ray Agee,4/10/1921,NA,NA
Faye Adams,5/22/1923,Foreign,NA
Wynonie Harris,8/24/1915,NA,1935
Lil Son Jackson,8/16/1915,NA,1946
The Du Droppers,NA,United States,1952
Ruth Brown,1/12/1928,NA,1949
Esther Phillips,12/23/1935,NA,1949
Illinois Jacquet,10/30/1922,NA,1941
Nappy Brown,10/12/1929,NA,1954
Dinah Washington,8/29/1924,United States,1941
Howlin' Wolf,6/10/1910,NA,1930
Lloyd Price,3/9/1933,NA,1952
Joe Liggins & The Honeydrippers,NA,NA,NA
The Robins,NA,United States,1945
Big Mama Thornton,12/11/1926,Foreign,1947
Johnny Hodges,7/25/1907,NA,1924
Ella Fitzgerald,4/25/1917,NA,1934
The Swallows,NA,NA,NA
Lionel Hampton,4/20/1908,NA,1927
Bo Diddley,12/30/1928,NA,1943
t.A.T.u.,NA,United States,1999
Seth MacFarlane,NA,NA,NA
Sarah McLachlan,1/28/1968,NA,1987
Chris Cornell,7/20/1964,NA,1984
K.Flay,6/30/1985,NA,2003
Code Orange,NA,United States,2008
Body Count,NA,United States,1990
August Burns Red,NA,United States,2003
Danger Mouse,NA,NA,NA
Rapsody,1/21/1983,NA,2007
Morgan Heritage,NA,United States,1994
Lady Antebellum,NA,United States,2006
Little Big Town,NA,United States,1998
Gregg Allman,12/8/1947,NA,1960
Brent Cobb,8/1/1986,NA,2008
The Mavericks,NA,United States,1989
Ryan Gosling,11/12/1980,NA,NA
Tina Campbell,5/1/1974,NA,1998
J.J. Hairston & Youthful Praise,NA,United States,2001
Le'Andria Johnson,1/23/1983,NA,2010
The Walls Group,NA,United States,2009
CeCe Winans,10/8/1964,NA,1984
Casting Crowns,NA,United States,1999
dné,NA,NA,NA
Jake Houlsby,NA,NA,NA
Lists,NA,NA,NA
Jesse Marchant,NA,United States,NA
Ian Randall Thornton,NA,NA,NA
Crow's Feet,NA,NA,NA
Kyson,NA,Foreign,2011
All The Luck In The World,NA,NA,NA
The Howl & The Hum,NA,NA,NA
James Yorkston,12/21/1971,NA,NA
Rose Elinor Dougall,3/13/1986,Foreign,2003
Anna Leone,NA,NA,NA
Ralegh Long,NA,NA,NA
Nils Frahm,9/20/1982,Foreign,NA
Axel Flovent,1/1/1977,NA,1999
Menke,NA,NA,NA
Talos,NA,NA,NA
The Last Dinosaur,NA,NA,NA
Z Berg,6/28/1986,NA,2001
Sumie,NA,NA,NA
Oh Land,5/2/1985,NA,2008
Sivu,NA,Foreign,2004
Meadowlark,NA,NA,NA
Cecilia Ebba,NA,NA,NA
Lizzie Loveless,9/4/1990,United States,2008
James Heather,NA,NA,NA
Luke Sital-Singh,NA,Foreign,2012
Bryde,NA,NA,NA
isaac gracie,10/28/1994,Foreign,2016
Tapes,NA,NA,NA
Nathan Ball,NA,NA,NA
Mary Glenn,1836-01-21,NA,NA
Shoecraft,1866-07-01,NA,1883
Wovoka Gentle,NA,NA,NA
Siv Jakobsen,NA,NA,NA
Johanna Warren,NA,NA,NA
Rodríguez,6/20/1968,NA,1991
Astronaut Husband,7/12/1957,NA,NA
Gabriel Kahane,NA,NA,NA
Kwalia,NA,NA,NA
Ryan McNulty,NA,NA,NA
Phoria,NA,Foreign,2010
Many Voices Speak,NA,NA,NA
Fiona Apple,9/13/1977,NA,1994
Ben Folds,9/12/1966,NA,1988
Bette Midler,12/1/1945,NA,1965
Rufus Wainwright,7/22/1973,NA,1988
Tori Amos,8/22/1963,NA,1979
Rachael Yamagata,9/23/1977,NA,NA
Charlotte Martin,10/31/1976,NA,1998
Diana Krall,11/16/1964,NA,1993
Stevie B,4/19/1958,United States,1987
OG Maco,4/23/1992,United States,2008
Eearz,3/23/1989,United States,2005
Translee,NA,NA,2013
SahBabii,2/24/1997,NA,2012
Euro Gotit,8/6/1999,NA,2017
HoodRich Pablo Juan,10/28/1989,NA,2014
Kodie Shane,10/28/1998,NA,2016
Blake,NA,NA,NA
Yung Bleu,NA,NA,NA
Key Glock,8/3/1997,NA,2016
Vince Harder,NA,Foreign,NA
Ar'mon & Trey,NA,NA,NA
Dan Caplen,3/27/1992,NA,2015
Theia,NA,NA,NA
Goody Grace,NA,NA,NA
Skizzy Mars,6/8/1993,NA,2013
Lil Mase,8/27/1975,United States,1993
Gallant,11/14/1991,NA,2013
A2,NA,NA,NA
Crazy Cousinz,NA,NA,NA
Don Toliver,6/12/1994,NA,2017
A$AP Mob,NA,United States,2006
A$AP Twelvyy,5/30/1989,United States,2009
Smooky MarGielaa,NA,NA,NA
Billz Raw,4/17/1975,United States,2000
Ja Rule,2/29/1976,NA,1994
Bubba Sparxxx,3/6/1977,United States,1996
Youngbloodz,NA,United States,1997
Ludacris,9/11/1977,United States,1998
Terror Squad,NA,United States,1998
The Rembrandts,NA,United States,1989
Gladys Knight & The Pips,NA,NA,NA
Little Eva,6/29/1943,NA,1961
The Partridge Family,NA,NA,NA
The Shangri-Las,NA,United States,1963
James Brown & The Famous Flames,NA,NA,NA
Hanne Mjøen,5/9/1990,NA,2012
Hazers,NA,NA,NA
JRAFFE,NA,NA,NA
Nora Collins,NA,NA,NA
outsideOUTSIDE,NA,NA,NA
Luc,NA,NA,NA
ROZES,4/14/1993,NA,2014
Teen Fiction,NA,NA,NA
AGNEZ MO,NA,NA,1992
Vök,NA,NA,NA
Jack Gray,NA,NA,NA
Little Big,NA,United States,2013
LICK DROP,NA,NA,NA
Jahlil Beats,2/8/1988,NA,2008
Nilzz,1/24/1912,NA,NA
Homebody,NA,NA,NA
GlobulDub,NA,Foreign,2002
Chuki Beats,NA,NA,NA
A P O L L O,NA,NA,NA
King Cash Beatz,9/13/1978,NA,1997
whaTaRWoll Music,NA,NA,NA
_91ultra,NA,NA,NA
Tommy Kruise,NA,NA,NA
Thai Beats,NA,NA,NA
Ballpoint,NA,NA,NA
Aneesh Bal,9/26/2002,NA,NA
Xander Brown,NA,NA,NA
Loud Lord,NA,Foreign,1989
Lex Luger,6/2/1958,NA,NA
Producer33k,NA,NA,NA
Swagg B,NA,NA,NA
India on the track,NA,NA,NA
Swit Beats,9/13/1978,NA,1997
Majk Jutbo,11/27/1990,NA,2005
eevee,NA,NA,NA
Ozoyo,NA,NA,NA
Clams Casino,5/12/1987,NA,2008
STU,NA,NA,NA
Boy Greezy Beats,NA,NA,2004
Jaeger,NA,NA,NA
Silk Road Assassins,NA,NA,NA
Push N' Glide,NA,NA,NA
Chophouze,NA,NA,NA
WZ,NA,NA,NA
Wayvee,NA,Foreign,2019
Nomadic XXL,NA,United States,2008
Young Chop,11/14/1993,NA,2010
DJ Yung Vamp,6/30/1995,NA,2016
Grim Delarosa,4/19/1952,NA,1974
Trap Beats Gang,NA,NA,NA
Victorino Victomous,NA,NA,NA
Newstreetmelody,NA,NA,NA
Gesaffelstein,6/13/1987,NA,2008
Kavinsky,7/31/1975,NA,2005
Dada Life,NA,Foreign,2006
Glass Candy,NA,United States,1996
Danny Brown,3/16/1981,NA,2007
Big K.R.I.T.,8/26/1986,NA,2005
Brodinski,NA,NA,NA
Boys Noize,8/22/1982,NA,2004
Justin Roberts,12/29/1979,NA,NA
iLOVEFRiDAY,NA,NA,NA
John Carpenter,1/16/1948,NA,1969
Pinkfong,NA,NA,NA
Asiahn,NA,NA,NA
Shannon Purser,6/27/1997,NA,2016
Isaiah Rashad,5/16/1991,NA,2009
Wax Tailor,NA,NA,2001
Sampa the Great,NA,NA,2014
Waldo,NA,NA,NA
Smino,10/2/1991,NA,2009
SBTRKT,NA,Foreign,2009
Donnie Trumpet & The Social Experiment,6/25/1993,NA,2009
Illa J,10/13/1986,United States,2004
J Dilla,2/7/1974,NA,1993
Murs,3/16/1978,United States,1992
GZA,8/22/1966,NA,1990
King Geedorah,NA,NA,NA
Joose The Conqueror,NA,NA,NA
Jaylib,NA,NA,NA
Madvillain,NA,United States,2002
Bahamadia,4/22/1966,United States,1990
Fashawn,10/19/1988,United States,2006
Gil Scott-Heron,4/1/1949,United States,1969
Earl Sweatshirt,2/24/1994,United States,2008
Clear Soul Forces,NA,NA,NA
